state,gender,year,name,number
WI,F,1944,Joanne,161
WI,F,1944,Ellen,104
WV,F,1944,Dorothy,163
AL,F,1945,Gwendolyn,93
AL,F,1945,Willie,274
AR,F,1945,Karen,60
AR,F,1945,Virginia,157
AZ,F,1945,Nancy,89
CA,F,1945,Lynette,50
CA,F,1945,Marian,85
CA,F,1945,Judy,1202
CA,F,1945,Michelle,88
CA,F,1945,Velma,44
CA,F,1945,Nadine,41
CA,F,1945,Beverly,460
CA,F,1945,June,89
CA,F,1945,Victoria,359
CA,F,1945,Geraldine,193
CA,F,1945,Judith,1274
CA,F,1945,Bertha,53
CA,F,1945,Dianne,242
CO,F,1945,Pamela,76
CO,F,1945,Patricia,323
CO,F,1945,Helen,88
CO,F,1945,Rose,63
DC,F,1945,Diane,136
DC,F,1945,Carol,259
DE,F,1945,Shirley,48
FL,F,1945,Yvonne,66
FL,F,1945,Donna,215
GA,F,1945,Ruby,220
GA,F,1945,Margaret,407
GA,F,1945,Jacquelyn,52
GA,F,1945,Kay,78
GA,F,1945,Gloria,375
GA,F,1945,Alma,69
HI,F,1945,Susan,68
IA,F,1945,Dianne,100
IL,F,1945,Jo,182
IL,F,1945,Maureen,173
IL,F,1945,Sally,213
IL,F,1945,Kay,167
IL,F,1945,Cathy,43
IL,F,1945,Pauline,55
IL,F,1945,Edith,63
IL,F,1945,Candace,48
IL,F,1945,Phyllis,322
IN,F,1945,Dolores,37
IN,F,1945,Patty,78
IN,F,1945,Martha,248
IN,F,1945,Judith,701
IN,F,1945,Bonnie,224
KS,F,1945,Anita,55
KS,F,1945,Elaine,52
KY,F,1945,Nancy,404
KY,F,1945,Donna,353
KY,F,1945,Charlotte,172
KY,F,1945,Sherry,52
LA,F,1945,Marlene,39
LA,F,1945,Lorraine,51
LA,F,1945,Geraldine,148
LA,F,1945,Dolores,70
LA,F,1945,Rosa,71
LA,F,1945,Kathryn,41
LA,F,1945,Paula,49
LA,F,1945,Minnie,45
MA,F,1945,Janet,455
MA,F,1945,Ann,430
MA,F,1945,Lillian,61
MA,F,1945,June,77
MA,F,1945,Marcia,199
MD,F,1945,Dolores,46
MD,F,1945,Joan,245
MD,F,1945,Judy,137
MD,F,1945,Janice,129
ME,F,1945,Diana,39
ME,F,1945,Rita,44
MI,F,1945,Georgia,60
MI,F,1945,Ellen,147
MI,F,1945,Dianne,224
MI,F,1945,Anita,88
MI,F,1945,Diane,859
MI,F,1945,Jackie,42
MN,F,1945,Virginia,171
MN,F,1945,Carole,121
MN,F,1945,Marlene,109
MS,F,1945,Ruth,122
MS,F,1945,Wanda,82
NC,F,1945,Alma,79
NC,F,1945,Janice,379
ND,F,1945,Jean,48
NE,F,1945,Dorothy,86
NE,F,1945,Elizabeth,60
NE,F,1945,Susan,144
NH,F,1945,Margaret,40
NJ,F,1945,Dianne,101
NJ,F,1945,Lynda,45
NJ,F,1945,Josephine,79
NJ,F,1945,Diana,132
NJ,F,1945,Marian,37
NJ,F,1945,Claire,72
NM,F,1945,Irene,44
NY,F,1945,Henrietta,39
NY,F,1945,Joanne,752
NY,F,1945,Rosalie,150
NY,F,1945,Karen,1315
NY,F,1945,Audrey,171
NY,F,1945,Emma,39
NY,F,1945,Jo,265
NY,F,1945,Norma,204
NY,F,1945,Gwendolyn,65
NY,F,1945,Maxine,132
NY,F,1945,Barbara,4116
NY,F,1945,Pamela,443
OH,F,1945,Hazel,37
OH,F,1945,Frances,256
OH,F,1945,Jill,74
OK,F,1945,Clara,37
PA,F,1945,Anne,269
PA,F,1945,June,156
PA,F,1945,Gail,290
PA,F,1945,Beverly,546
PA,F,1945,Margaret,1305
PA,F,1945,Phyllis,397
PA,F,1945,Judy,665
PA,F,1945,Cheryl,467
RI,F,1945,Marilyn,76
RI,F,1945,Barbara,214
SC,F,1945,Rachel,42
SC,F,1945,Catherine,124
SC,F,1945,Maxine,40
SD,F,1945,Judith,100
SD,F,1945,Lois,47
TN,F,1945,Catherine,57
TN,F,1945,Donna,222
TN,F,1945,Bettie,43
TN,F,1945,Doris,234
TN,F,1945,Rosa,39
TX,F,1945,Minnie,102
TX,F,1945,Dixie,45
TX,F,1945,Sheila,95
TX,F,1945,Anna,178
TX,F,1945,Marion,61
TX,F,1945,Elva,81
TX,F,1945,Carole,155
TX,F,1945,Socorro,45
TX,F,1945,Georgia,151
TX,F,1945,Emma,192
TX,F,1945,Geraldine,102
TX,F,1945,Bennie,43
TX,F,1945,Earnestine,40
TX,F,1945,Claudia,86
UT,F,1945,Marilyn,96
UT,F,1945,Joan,58
VA,F,1945,Bonnie,162
VA,F,1945,Louise,101
VT,F,1945,Carol,97
WA,F,1945,Janis,42
WA,F,1945,Paula,63
WA,F,1945,Frances,64
WA,F,1945,Lois,79
WV,F,1945,Margaret,209
AL,F,1946,Elizabeth,347
AL,F,1946,Patricia,959
AL,F,1946,Mattie,175
CA,F,1946,Kristine,75
CA,F,1946,Ramona,78
CA,F,1946,Dale,66
CA,F,1946,April,51
CA,F,1946,Maria,409
CO,F,1946,Helen,84
CO,F,1946,Katherine,72
CT,F,1946,Phyllis,83
CT,F,1946,Jeanne,62
CT,F,1946,Jacqueline,75
DC,F,1946,Marilyn,56
DE,F,1946,Joyce,48
FL,F,1946,Diana,80
FL,F,1946,Marcia,57
FL,F,1946,Linda,934
FL,F,1946,Bertha,38
GA,F,1946,Paula,71
GA,F,1946,Johnnie,110
GA,F,1946,Katie,53
GA,F,1946,Eula,51
GA,F,1946,Wilma,48
GA,F,1946,Andrea,41
GA,F,1946,Peggy,317
GA,F,1946,Pamela,86
HI,F,1946,Karen,113
HI,F,1946,Carolyn,49
IL,F,1946,Barbara,2441
IL,F,1946,Peggy,289
IL,F,1946,Sherry,254
IL,F,1946,Rose,287
IL,F,1946,Thelma,42
IL,F,1946,Kay,191
IL,F,1946,Michelle,51
IN,F,1946,Ruby,48
KY,F,1946,Shirley,618
KY,F,1946,Janie,40
KY,F,1946,Rose,125
KY,F,1946,Elsie,48
KY,F,1946,Joan,152
KY,F,1946,Stella,52
LA,F,1946,Annette,42
LA,F,1946,Constance,40
LA,F,1946,Charlene,86
LA,F,1946,Dorothy,419
LA,F,1946,Lucille,69
LA,F,1946,Rosie,66
LA,F,1946,Joan,126
LA,F,1946,Willie,110
LA,F,1946,Faye,55
MA,F,1946,Charlotte,118
MA,F,1946,Roberta,182
MA,F,1946,Veronica,41
MA,F,1946,Paula,338
MD,F,1946,Katherine,74
MD,F,1946,Regina,43
MD,F,1946,Virginia,148
MD,F,1946,Jane,121
MD,F,1946,Josephine,41
MD,F,1946,Eileen,63
ME,F,1946,Louise,45
ME,F,1946,Virginia,43
ME,F,1946,Pauline,54
ME,F,1946,Jane,82
MI,F,1946,Doreen,37
MI,F,1946,Deborah,101
MI,F,1946,Sharron,56
MI,F,1946,Marjorie,156
MI,F,1946,Marie,218
MI,F,1946,Penny,140
MI,F,1946,Deanna,72
MI,F,1946,Jill,136
MI,F,1946,Julie,193
MN,F,1946,Pauline,39
MN,F,1946,Sandra,807
MN,F,1946,Evelyn,47
MN,F,1946,Patricia,897
MO,F,1946,Sue,163
MO,F,1946,Louise,52
MO,F,1946,Jeanne,102
MO,F,1946,Dianne,78
MO,F,1946,Joyce,531
MO,F,1946,Carol,881
MS,F,1946,Cheryl,78
MS,F,1946,Mae,70
MS,F,1946,Patsy,155
MS,F,1946,Ann,112
MS,F,1946,Alma,84
MS,F,1946,Ollie,39
MS,F,1946,Patricia,471
MT,F,1946,Margaret,75
NC,F,1946,Nellie,74
NC,F,1946,Virginia,323
NC,F,1946,Catherine,182
ND,F,1946,Phyllis,39
NE,F,1946,Charlene,42
NE,F,1946,Jeanette,39
NH,F,1946,Cheryl,58
NJ,F,1946,Marjorie,98
NY,F,1946,Natalie,94
NY,F,1946,Jan,58
NY,F,1946,Denise,318
NY,F,1946,Glenda,39
NY,F,1946,Maryanne,75
NY,F,1946,Suzanne,719
NY,F,1946,Gladys,127
OH,F,1946,Claudia,114
OH,F,1946,Lorraine,68
OH,F,1946,Louise,135
OH,F,1946,Julie,95
OH,F,1946,Katherine,159
OH,F,1946,Ella,38
OH,F,1946,Lillian,64
OK,F,1946,Doris,99
OK,F,1946,Alice,103
OK,F,1946,Sandra,400
OK,F,1946,Nancy,332
OK,F,1946,Donna,403
OR,F,1946,Judy,268
OR,F,1946,Judith,216
PA,F,1946,Susanne,83
PA,F,1946,Judith,1968
PA,F,1946,Wanda,129
PA,F,1946,Sylvia,195
RI,F,1946,Suzanne,76
RI,F,1946,Maureen,69
RI,F,1946,Cynthia,57
RI,F,1946,Carolyn,77
SC,F,1946,Stella,38
SC,F,1946,Barbara,703
SC,F,1946,Bernice,65
SC,F,1946,Judith,137
TN,F,1946,Emma,99
TN,F,1946,Louise,74
TX,F,1946,Juanita,464
TX,F,1946,Elaine,140
TX,F,1946,Ginger,53
TX,F,1946,Doris,432
TX,F,1946,Marian,52
TX,F,1946,Manuela,88
TX,F,1946,Erma,63
TX,F,1946,Eloisa,38
TX,F,1946,Juana,77
TX,F,1946,Ofelia,103
TX,F,1946,Angelina,51
UT,F,1946,Janice,76
UT,F,1946,Colleen,37
VA,F,1946,Geraldine,90
VA,F,1946,Gwendolyn,64
VA,F,1946,Virginia,344
VA,F,1946,Laura,101
VA,F,1946,Carolyn,727
VA,F,1946,Gayle,41
VA,F,1946,Carole,67
VT,F,1946,Joan,42
WA,F,1946,Andrea,44
WA,F,1946,Anita,68
WI,F,1946,Sharon,919
WV,F,1946,Rita,87
WV,F,1946,Glenna,42
WV,F,1946,Carole,49
WV,F,1946,Dottie,40
WV,F,1946,Carol,450
AL,F,1947,Bonnie,91
AL,F,1947,Ethel,172
AL,F,1947,Ernestine,53
AL,F,1947,June,59
AL,F,1947,Sherry,162
AL,F,1947,Sarah,305
AR,F,1947,Julia,40
AR,F,1947,Gail,38
AR,F,1947,Juanita,76
AR,F,1947,Janie,49
CA,F,1947,Sally,405
CA,F,1947,Sandi,51
CA,F,1947,Shirley,907
CA,F,1947,Jeanne,320
CA,F,1947,Dixie,58
CA,F,1947,Josephine,163
CO,F,1947,Catherine,72
CT,F,1947,Helen,74
CT,F,1947,Gayle,37
CT,F,1947,Geraldine,84
DC,F,1947,Barbara,435
DC,F,1947,Pamela,115
FL,F,1947,Judith,226
FL,F,1947,Charlotte,99
FL,F,1947,Barbara,880
FL,F,1947,Jacquelyn,75
FL,F,1947,Joy,37
GA,F,1947,Eleanor,55
GA,F,1947,Carolyn,683
GA,F,1947,Janet,159
GA,F,1947,Johnnie,121
GA,F,1947,Suzanne,55
GA,F,1947,Velma,38
GA,F,1947,Reba,43
GA,F,1947,Gwendolyn,171
HI,F,1947,Shirley,51
IA,F,1947,Sally,130
IA,F,1947,Doris,58
IA,F,1947,Kathryn,162
IL,F,1947,Diane,1238
IL,F,1947,Dolores,173
IL,F,1947,Susan,2128
IL,F,1947,Rosalie,50
IL,F,1947,Deborah,313
IL,F,1947,Veronica,58
IL,F,1947,Rose,306
IL,F,1947,Valerie,107
IL,F,1947,Jane,512
IL,F,1947,Jeanne,220
IN,F,1947,Julie,79
KS,F,1947,Anita,94
KY,F,1947,Elaine,68
KY,F,1947,Kay,51
KY,F,1947,Irene,51
KY,F,1947,Joann,48
KY,F,1947,Frances,197
KY,F,1947,Yvonne,58
LA,F,1947,Wanda,156
LA,F,1947,Suzanne,81
LA,F,1947,Eileen,41
LA,F,1947,Joyce,313
LA,F,1947,Sally,63
MA,F,1947,Alice,205
MA,F,1947,Judy,130
MD,F,1947,Cheryl,150
MD,F,1947,Theresa,74
MI,F,1947,Penelope,47
MI,F,1947,Paula,258
MI,F,1947,Grace,75
MI,F,1947,Julie,195
MI,F,1947,Rosemarie,48
MI,F,1947,Vicky,40
MI,F,1947,Margie,44
MN,F,1947,Louise,66
MN,F,1947,Sandra,897
MN,F,1947,June,57
MN,F,1947,Lynn,170
MN,F,1947,Sherry,61
MN,F,1947,Helen,116
MN,F,1947,Anne,65
MO,F,1947,Wilma,78
MO,F,1947,Ruth,255
MO,F,1947,Kathryn,146
MS,F,1947,Nellie,45
MS,F,1947,Margaret,292
MS,F,1947,Alberta,50
MS,F,1947,Barbara,726
MS,F,1947,Katherine,82
MS,F,1947,Mary,1740
MS,F,1947,Velma,60
MT,F,1947,Nancy,114
MT,F,1947,Margaret,84
NC,F,1947,Barbara,1483
NC,F,1947,Ruth,240
NC,F,1947,Myra,66
NC,F,1947,Rita,145
NE,F,1947,Joyce,140
NJ,F,1947,Gladys,38
NJ,F,1947,Sherry,59
NJ,F,1947,Geraldine,219
NJ,F,1947,Virginia,337
NJ,F,1947,Susan,1199
NM,F,1947,Gloria,181
NM,F,1947,Margaret,120
NY,F,1947,Katharine,42
NY,F,1947,Renee,177
NY,F,1947,Kathryn,525
NY,F,1947,Julia,203
NY,F,1947,Antoinette,233
NY,F,1947,Dianna,40
NY,F,1947,Marlene,343
NY,F,1947,Isabel,62
NY,F,1947,Bernice,110
NY,F,1947,Penelope,80
NY,F,1947,Sally,402
OH,F,1947,Lynda,213
OH,F,1947,Theresa,190
OH,F,1947,Kathryn,348
OH,F,1947,Hazel,43
OH,F,1947,Sandy,149
OH,F,1947,Sandra,2320
OH,F,1947,Naomi,44
OK,F,1947,Ella,37
OK,F,1947,Kay,72
OK,F,1947,Margie,48
OR,F,1947,Carol,377
PA,F,1947,Beverly,879
PA,F,1947,Roseann,70
PA,F,1947,Rose,518
PA,F,1947,Lynn,317
PA,F,1947,Priscilla,107
PA,F,1947,Janis,157
PA,F,1947,Janice,789
PA,F,1947,Lynda,224
SC,F,1947,Marian,45
SC,F,1947,Connie,75
SC,F,1947,Donna,159
TN,F,1947,Sharon,379
TN,F,1947,Frankie,37
TN,F,1947,Lynda,140
TN,F,1947,Kathy,57
TN,F,1947,Thelma,101
TN,F,1947,Juanita,91
TN,F,1947,Carrie,40
TX,F,1947,Vivian,135
TX,F,1947,Priscilla,73
TX,F,1947,Josephine,164
TX,F,1947,Ninfa,43
TX,F,1947,Cora,51
TX,F,1947,Angelina,48
TX,F,1947,Rose,308
TX,F,1947,Stephanie,38
TX,F,1947,Sylvia,483
UT,F,1947,Peggy,73
VA,F,1947,Annie,137
VA,F,1947,Connie,151
VA,F,1947,Jackie,41
VA,F,1947,Rachel,51
VA,F,1947,Bessie,39
VA,F,1947,Jeanette,54
VA,F,1947,Marion,53
VT,F,1947,Patricia,148
WA,F,1947,Maureen,57
WA,F,1947,Terry,70
WA,F,1947,Delores,41
WA,F,1947,Kathy,196
WA,F,1947,Laurie,40
WA,F,1947,Joyce,151
WI,F,1947,Constance,111
WI,F,1947,Claudia,52
WI,F,1947,Frances,73
WV,F,1947,Emma,54
WV,F,1947,Mary,1082
WV,F,1947,Brenda,633
WV,F,1947,Eva,46
AL,F,1948,Bettie,60
AL,F,1948,Deloris,69
AL,F,1948,Linda,2048
AR,F,1948,Emma,65
AR,F,1948,Judith,113
AZ,F,1948,Sharon,138
AZ,F,1948,Virginia,97
CA,F,1948,Donna,1442
CA,F,1948,Marjorie,183
CA,F,1948,Ramona,105
CA,F,1948,Antoinette,93
CA,F,1948,Marian,94
CA,F,1948,Della,43
CA,F,1948,Karen,1723
CA,F,1948,Marsha,380
CA,F,1948,Florence,82
CA,F,1948,Connie,422
CO,F,1948,Dorothy,80
CO,F,1948,Linda,1036
CO,F,1948,Betty,117
CT,F,1948,Judy,50
CT,F,1948,Janice,147
CT,F,1948,Martha,53
DC,F,1948,Gail,56
DC,F,1948,Virginia,48
FL,F,1948,Mildred,86
FL,F,1948,Eva,40
FL,F,1948,Connie,84
GA,F,1948,Catherine,166
GA,F,1948,Delores,125
GA,F,1948,Diana,44
IA,F,1948,Catherine,96
IA,F,1948,Virginia,134
IA,F,1948,Roberta,76
IA,F,1948,Connie,384
IA,F,1948,Joann,67
ID,F,1948,Sandra,153
IL,F,1948,Cheri,44
IL,F,1948,Jeanette,146
IL,F,1948,Dianne,172
IL,F,1948,Dolores,105
IL,F,1948,Jacquelyn,85
IL,F,1948,Laura,269
IL,F,1948,Alberta,38
IL,F,1948,Diana,485
IN,F,1948,Trudy,37
IN,F,1948,Charlene,86
IN,F,1948,Anna,96
IN,F,1948,Darlene,127
IN,F,1948,Sue,291
IN,F,1948,June,44
IN,F,1948,Teresa,191
KS,F,1948,Charlotte,64
KS,F,1948,Gail,42
KS,F,1948,Helen,84
KS,F,1948,Glenda,67
KY,F,1948,Doris,204
KY,F,1948,Deloris,50
KY,F,1948,Dianne,37
KY,F,1948,Vivian,80
KY,F,1948,Gwendolyn,60
KY,F,1948,Evelyn,110
LA,F,1948,Cathy,49
LA,F,1948,Rosa,61
LA,F,1948,Ellen,64
MA,F,1948,Christine,455
MA,F,1948,Sheryl,51
MD,F,1948,Frances,160
MD,F,1948,Carolyn,328
MD,F,1948,Linda,1419
MD,F,1948,Wanda,92
MD,F,1948,Marsha,64
ME,F,1948,Martha,53
MI,F,1948,Leslie,87
MI,F,1948,Pamela,864
MI,F,1948,Terri,42
MI,F,1948,Eleanor,44
MI,F,1948,Julia,75
MI,F,1948,Candace,58
MI,F,1948,Annette,87
MI,F,1948,Laurel,39
MN,F,1948,Irene,50
MN,F,1948,Marie,101
MN,F,1948,Arlene,42
MN,F,1948,Michele,41
MO,F,1948,Sue,137
MO,F,1948,Patty,49
MO,F,1948,Eileen,37
MO,F,1948,Janice,487
MO,F,1948,Frances,156
MO,F,1948,Wilma,84
MO,F,1948,Sharon,1069
MS,F,1948,Maxine,54
MS,F,1948,Charlotte,112
NC,F,1948,Lillian,91
NC,F,1948,Betty,1055
NC,F,1948,Shelia,70
NC,F,1948,Esther,73
NC,F,1948,Lena,57
NC,F,1948,Toni,42
NC,F,1948,Martha,598
NC,F,1948,Patsy,293
NC,F,1948,Rachel,105
ND,F,1948,Darlene,62
NE,F,1948,Jane,90
NE,F,1948,Beverly,129
NJ,F,1948,Helen,245
NJ,F,1948,Linda,2364
NJ,F,1948,Norma,39
NM,F,1948,Alice,54
NV,F,1948,Susan,40
NY,F,1948,Laurel,68
NY,F,1948,Ethel,80
NY,F,1948,Margie,48
NY,F,1948,Helena,47
NY,F,1948,Angela,399
NY,F,1948,Melissa,52
NY,F,1948,Shirley,605
NY,F,1948,Ann,1042
NY,F,1948,Madeleine,43
NY,F,1948,Lee,49
NY,F,1948,Esther,142
NY,F,1948,Lillian,311
OH,F,1948,Lynn,276
OH,F,1948,Patty,103
OH,F,1948,Vera,41
OH,F,1948,Donna,1349
OH,F,1948,Laura,228
OH,F,1948,Lynda,168
OH,F,1948,Monica,57
OH,F,1948,Sally,361
OK,F,1948,Dianna,44
OK,F,1948,Theresa,38
OR,F,1948,Theresa,48
OR,F,1948,Diana,95
OR,F,1948,Joan,82
OR,F,1948,Linda,1070
OR,F,1948,Kathryn,101
PA,F,1948,Sheryl,91
PA,F,1948,Hazel,55
PA,F,1948,Brenda,485
PA,F,1948,Michelle,70
PA,F,1948,Stella,52
PA,F,1948,Diana,402
RI,F,1948,Cynthia,79
SC,F,1948,Teresa,51
SC,F,1948,Joann,58
SC,F,1948,Gwendolyn,57
SC,F,1948,Claudia,47
SC,F,1948,Nancy,387
SD,F,1948,Judy,122
TN,F,1948,Eva,68
TN,F,1948,Ida,52
TN,F,1948,Anne,69
TN,F,1948,Suzanne,78
TX,F,1948,Joy,106
TX,F,1948,Ada,42
TX,F,1948,Bertha,177
TX,F,1948,Carrie,68
TX,F,1948,Debbie,60
TX,F,1948,Sue,236
TX,F,1948,Carol,912
UT,F,1948,Vickie,59
UT,F,1948,Joyce,72
VA,F,1948,Ann,208
VA,F,1948,Helen,244
VA,F,1948,Paulette,48
VA,F,1948,Paula,72
VA,F,1948,Ethel,79
WA,F,1948,Cathy,112
WA,F,1948,Terry,79
WA,F,1948,Kay,65
WA,F,1948,Robin,63
WI,F,1948,Jo,66
WI,F,1948,Christine,417
WI,F,1948,Kathleen,1144
WI,F,1948,Anita,59
WV,F,1948,Evelyn,75
WV,F,1948,Lois,81
WV,F,1948,Theresa,37
WV,F,1948,Beverly,227
WY,F,1948,Kathleen,42
AL,F,1949,Emily,51
AL,F,1949,Judy,587
AL,F,1949,Irene,38
AL,F,1949,Ruby,164
AR,F,1949,Willie,60
AR,F,1949,Janet,124
AR,F,1949,Anna,66
AR,F,1949,Janis,62
AR,F,1949,Delores,42
AR,F,1949,Alice,151
AR,F,1949,Jessie,47
AZ,F,1949,Marilyn,64
CA,F,1949,Constance,260
CA,F,1949,Jane,382
CA,F,1949,Becky,87
CA,F,1949,Delores,83
CA,F,1949,Janet,1143
CA,F,1949,Dee,43
CA,F,1949,Wilma,51
CA,F,1949,Rosemarie,58
CA,F,1949,Sue,240
CA,F,1949,Lynne,181
CA,F,1949,Jackie,104
CA,F,1949,Jeri,58
CO,F,1949,Patricia,392
CO,F,1949,Laura,48
CO,F,1949,Charlene,45
CO,F,1949,Connie,125
CO,F,1949,Loretta,42
CT,F,1949,Irene,48
CT,F,1949,Denise,39
CT,F,1949,Diana,63
DC,F,1949,Shirley,118
DC,F,1949,Joyce,118
FL,F,1949,Catherine,166
FL,F,1949,Carolyn,382
FL,F,1949,Dianne,71
FL,F,1949,Clara,38
GA,F,1949,Gayle,38
GA,F,1949,Lillie,154
GA,F,1949,Earnestine,50
GA,F,1949,Vera,74
GA,F,1949,Teresa,137
GA,F,1949,Sylvia,107
IA,F,1949,Jennifer,49
IA,F,1949,Joyce,277
IA,F,1949,Dianna,51
IA,F,1949,Frances,59
IL,F,1949,Bonita,104
IL,F,1949,Irene,89
IL,F,1949,Laurel,58
IL,F,1949,Michelle,68
IL,F,1949,Mary,3728
IL,F,1949,Ida,38
IL,F,1949,Linda,4996
IL,F,1949,Claudette,41
IL,F,1949,Antoinette,66
IL,F,1949,Josephine,92
IN,F,1949,Paulette,58
KS,F,1949,Susan,340
KS,F,1949,Jo,78
KY,F,1949,Jacqueline,97
KY,F,1949,Janice,375
KY,F,1949,Rebecca,233
KY,F,1949,Deborah,296
KY,F,1949,Mary,1592
KY,F,1949,Paula,155
LA,F,1949,Cynthia,390
LA,F,1949,Willie,104
LA,F,1949,Karen,247
LA,F,1949,Patsy,152
MA,F,1949,Gail,455
MA,F,1949,Rosemarie,52
MA,F,1949,Anita,62
MD,F,1949,Rebecca,88
MD,F,1949,Beverly,172
MD,F,1949,Jean,114
ME,F,1949,Judy,47
ME,F,1949,Diane,153
ME,F,1949,Deborah,150
MI,F,1949,Peggy,340
MI,F,1949,Jeanette,122
MI,F,1949,Terry,186
MI,F,1949,Margaret,800
MN,F,1949,Frances,67
MN,F,1949,Laurel,41
MN,F,1949,Christine,176
MN,F,1949,Gayle,88
MN,F,1949,Patricia,989
MO,F,1949,Ann,156
MO,F,1949,Mary,1861
MS,F,1949,Sheila,60
MS,F,1949,Anita,44
MT,F,1949,Shirley,74
NC,F,1949,Flora,39
NC,F,1949,Deloris,69
NC,F,1949,Virginia,292
NC,F,1949,Sharon,363
NC,F,1949,Anne,80
NE,F,1949,Jacqueline,55
NE,F,1949,Cathy,46
NH,F,1949,Margaret,65
NH,F,1949,Gloria,46
NH,F,1949,Janice,42
NJ,F,1949,Phyllis,200
NJ,F,1949,Beth,42
NM,F,1949,Eva,44
NY,F,1949,Ingrid,42
NY,F,1949,Bonita,120
NY,F,1949,Joanna,44
NY,F,1949,Gretchen,46
NY,F,1949,Rosemary,509
NY,F,1949,Kathryn,552
NY,F,1949,Myra,67
NY,F,1949,Penny,124
NY,F,1949,Terri,48
NY,F,1949,Bernadette,179
OH,F,1949,Rose,319
OH,F,1949,Marguerite,45
OH,F,1949,Glenda,78
OH,F,1949,Mildred,83
OH,F,1949,Sharon,1651
OH,F,1949,Marilyn,700
OH,F,1949,Laura,239
OH,F,1949,Margie,73
OK,F,1949,Betty,248
OK,F,1949,Jo,99
OR,F,1949,Patricia,368
OR,F,1949,Marilyn,123
OR,F,1949,Pamela,218
OR,F,1949,Linda,1001
OR,F,1949,Carolyn,125
PA,F,1949,Rosalie,72
PA,F,1949,Jeanette,118
PA,F,1949,Ellen,378
PA,F,1949,Renee,171
PA,F,1949,Linda,5850
PA,F,1949,Ida,57
PA,F,1949,Sylvia,183
PA,F,1949,Sheryl,88
RI,F,1949,Joan,98
SC,F,1949,Shirley,537
SC,F,1949,Geneva,60
SC,F,1949,Miriam,40
SC,F,1949,Faye,52
SC,F,1949,Hazel,56
SC,F,1949,Lula,61
SC,F,1949,Lucille,53
TN,F,1949,Frances,212
TN,F,1949,Kathy,232
TN,F,1949,Mildred,110
TN,F,1949,Lucy,44
TN,F,1949,Shirley,766
TN,F,1949,Sally,57
TN,F,1949,Gladys,67
TN,F,1949,Theresa,79
TX,F,1949,Margarita,271
TX,F,1949,Lidia,38
TX,F,1949,Marsha,234
TX,F,1949,Delores,125
TX,F,1949,Suzanne,201
TX,F,1949,Evelyn,319
TX,F,1949,Valerie,45
VA,F,1949,Audrey,72
VA,F,1949,Claudia,42
VA,F,1949,Valerie,54
VA,F,1949,Josephine,52
VA,F,1949,Irene,44
VT,F,1949,Judith,63
WA,F,1949,Sue,69
WA,F,1949,Julie,128
WA,F,1949,Christina,46
WI,F,1949,Kathy,160
WI,F,1949,Janice,325
WI,F,1949,Lynne,50
WI,F,1949,Helen,123
WI,F,1949,Renee,51
WI,F,1949,Laurie,37
WV,F,1949,Paula,73
WV,F,1949,Janice,154
WV,F,1949,Susan,298
AL,F,1950,Marie,84
AL,F,1950,Katie,47
AL,F,1950,Claudia,39
AL,F,1950,Jean,81
AL,F,1950,Mary,1838
AL,F,1950,Faye,37
AR,F,1950,Dorothy,249
AR,F,1950,Jane,51
AR,F,1950,Joan,64
AR,F,1950,Wilma,61
AR,F,1950,Jo,121
AZ,F,1950,Connie,46
AZ,F,1950,Esther,40
CA,F,1950,Bertha,73
CA,F,1950,Shannon,43
CA,F,1950,Joanne,353
CA,F,1950,Jan,183
CO,F,1950,Susan,378
CO,F,1950,Claudia,40
CT,F,1950,Cynthia,188
CT,F,1950,Irene,54
CT,F,1950,Janet,202
CT,F,1950,Pamela,214
CT,F,1950,Debra,43
DC,F,1950,Gail,83
DC,F,1950,Donna,157
DC,F,1950,Alice,47
DE,F,1950,Margaret,47
DE,F,1950,Joyce,37
FL,F,1950,Jacqueline,109
FL,F,1950,Irene,63
FL,F,1950,Dianne,85
GA,F,1950,Dianne,160
GA,F,1950,Kathy,237
GA,F,1950,Jessie,54
GA,F,1950,Clara,81
GA,F,1950,Paula,91
GA,F,1950,Vicki,93
HI,F,1950,Janet,41
IA,F,1950,Carol,511
IA,F,1950,Janice,339
IA,F,1950,Kristine,54
IA,F,1950,Dorothy,74
IA,F,1950,Lynn,79
IL,F,1950,Elaine,289
IL,F,1950,Marion,51
IL,F,1950,Lois,223
IL,F,1950,Harriet,42
IL,F,1950,Doris,187
IL,F,1950,Paulette,127
IL,F,1950,Janet,1166
IN,F,1950,Victoria,102
IN,F,1950,Andrea,43
IN,F,1950,Rebecca,620
IN,F,1950,Marcia,226
IN,F,1950,Angela,51
IN,F,1950,Jane,371
IN,F,1950,Sara,80
IN,F,1950,Evelyn,66
IN,F,1950,Terry,79
IN,F,1950,Peggy,306
KS,F,1950,Roberta,49
KS,F,1950,Carolyn,179
KY,F,1950,Sheila,164
KY,F,1950,Charlene,62
KY,F,1950,Ruby,98
KY,F,1950,Catherine,106
KY,F,1950,Hazel,43
KY,F,1950,Belinda,63
KY,F,1950,Linda,1891
LA,F,1950,Rita,147
LA,F,1950,Rosemary,40
LA,F,1950,Jo,216
MA,F,1950,Janice,545
MA,F,1950,Annette,59
MA,F,1950,Catherine,391
MA,F,1950,Angela,56
MA,F,1950,Jennifer,62
MD,F,1950,Lorraine,38
MD,F,1950,Barbara,769
